customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_since_last_claim,total_claim_amount,customer_lifetime_value
EW34780,California,Bachelor,Disabled,Female,11885.0,Suburban,Divorced,Agent,Premium,Personal,Four-Door Car,Midsize,101.0,18.0,1484.8,11315.2
EW35231,Oregon,High School,Employed,Female,56379.0,Suburban,Married,Agent,Extended,Corporate,SUV,Midsize,125.0,0.0,1600.0,9934.87
EW46828,Arizona,High School,Employed,Male,23671.0,Suburban,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,69.0,32.0,1331.2,8060.16
EW67348,Nevada,Associate,Employed,Female,38713.0,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,66.0,31.0,1316.8,4834.71
EW68125,California,Bachelor,Employed,Female,46819.0,Urban,Divorced,Agent,Basic,Personal,Four-Door Car,Large,62.0,15.0,1157.99,4889.77
EW73206,California,Bachelor,Employed,Female,68849.0,Urban,Married,Call Center,Basic,Corporate,Two-Door Car,Midsize,67.0,9.0,1252.7,8044.51
EW73451,Arizona,High School,Employed,Male,72421.0,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,65.0,8.0,1312.0,2592.44
EW82164,California,Bachelor,Employed,Female,56901.0,Suburban,Married,Agent,Basic,Personal,SUV,Small,104.0,29.0,1499.2,4167.42
EW86465,Arizona,High School,Employed,Male,26747.0,Suburban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,61.0,11.0,1404.07,4759.62
EX28656,Oregon,Associate,Employed,Female,25965.0,Suburban,Divorced,Agent,Premium,Personal,Luxury SUV,Midsize,253.0,15.0,2214.4,9830.34
EX46492,Arizona,Master,Employed,Female,87864.0,Urban,Married,Agent,Extended,Personal,Two-Door Car,Midsize,94.0,19.0,1421.46,7666.52
EX61844,Arizona,High School,Employed,Male,36733.0,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,71.0,21.0,1327.08,14019.98
EX63393,California,Master,Employed,Female,66947.0,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Small,78.0,13.0,1374.4,6314.49
EX72956,California,Bachelor,Employed,Female,69461.0,Rural,Single,Branch,Basic,Personal,Two-Door Car,Large,64.0,7.0,1101.42,5095.37
EX89625,Arizona,Bachelor,Employed,Female,96406.0,Suburban,Married,Web,Basic,Personal,Two-Door Car,Midsize,69.0,16.0,1331.2,5593.43
EY19523,Washington,Bachelor,Disabled,Male,25772.0,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Large,64.0,13.0,1307.2,2333.61
EY27917,Oregon,Master,Employed,Male,30092.0,Rural,Married,Call Center,Basic,Personal,SUV,Large,108.0,33.0,1192.27,8532.99
EY71418,Oregon,Bachelor,Disabled,Female,24695.0,Suburban,Married,Agent,Premium,Corporate,SUV,Midsize,168.0,5.0,1806.4,25640.24
EY78874,California,Doctoral,Medical Leave,Male,20848.0,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Small,71.0,9.0,1350.1399999999999,2715.69
EY86980,Oregon,Bachelor,Employed,Male,74270.0,Rural,Single,Agent,Extended,Corporate,Two-Door Car,Midsize,78.0,33.0,1122.49,6222.21
EY97047,Oregon,Associate,Employed,Male,37876.0,Urban,Single,Agent,Basic,Corporate,Four-Door Car,Midsize,69.0,13.0,1300.06,2647.52
EZ20115,California,Bachelor,Employed,Male,35300.0,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,74.0,14.0,1225.52,26305.42
EZ30498,Oregon,Bachelor,Medical Leave,Male,13129.0,Suburban,Married,Web,Basic,Personal,SUV,Midsize,117.0,15.0,1700.9,8635.4
EZ30537,Oregon,Doctoral,Employed,Female,79655.0,Rural,Married,Branch,Premium,Personal,Luxury Car,Midsize,296.0,12.0,1498.16,23984.62
EZ39383,Arizona,Bachelor,Employed,Female,55436.0,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,67.0,7.0,1321.6,10706.67
EZ41764,California,Bachelor,Employed,Male,76792.0,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,62.0,12.0,1297.6,2498.96
EZ43738,California,Bachelor,Medical Leave,Female,29406.0,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,68.0,33.0,1326.4,5204.65
EZ48093,Arizona,Bachelor,Employed,Male,31998.0,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Small,69.0,31.0,1331.2,2710.81
EZ48947,Nevada,Associate,Employed,Male,67197.0,Rural,Single,Agent,Basic,Special,SUV,Large,111.0,2.0,1147.95,13111.11
EZ70847,Washington,Associate,Employed,Female,67326.0,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,69.0,17.0,1331.2,19644.76
EZ71780,Arizona,High School,Disabled,Female,26864.0,Suburban,Divorced,Agent,Extended,Special,Four-Door Car,Midsize,78.0,18.0,1374.4,8807.49
EZ75048,California,Doctoral,Employed,Male,41273.0,Urban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,77.0,16.0,1221.23,3087.25
EZ77297,California,Master,Employed,Male,28729.0,Urban,Single,Agent,Extended,Personal,Four-Door Car,Midsize,90.0,26.0,1338.74,3267.71
EZ78112,California,High School,Employed,Female,77493.0,Urban,Single,Agent,Basic,Special,Four-Door Car,Midsize,70.0,2.0,1307.96,5610.96
FA15338,Arizona,High School,Medical Leave,Male,20978.0,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,70.0,35.0,1336.0,13569.24
FA46418,Nevada,High School,Employed,Female,24213.0,Suburban,Single,Agent,Extended,Personal,Four-Door Car,Midsize,78.0,11.0,1374.4,24709.6
FB17016,Oregon,Bachelor,Employed,Female,54507.0,Suburban,Married,Agent,Extended,Personal,SUV,Midsize,138.0,20.0,1702.99,5470.06
FB21121,California,Bachelor,Employed,Female,86595.0,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Midsize,63.0,1.0,1445.62,2546.87
FB23788,Oregon,High School,Employed,Male,86721.0,Suburban,Divorced,Call Center,Basic,Corporate,SUV,Large,111.0,33.0,1532.8,8828.83
FB25242,Oregon,Associate,Employed,Male,63143.0,Suburban,Married,Call Center,Basic,Corporate,Four-Door Car,Midsize,71.0,31.0,1340.8,5686.92
FB55024,Oregon,High School,Employed,Female,60934.0,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Large,82.0,15.0,1393.6,3286.17
FB76635,Oregon,Associate,Employed,Female,61737.0,Urban,Married,Branch,Basic,Personal,Sports Car,Midsize,107.0,21.0,1495.67,4296.6
FB77856,Nevada,Associate,Retired,Male,28142.0,Suburban,Married,Agent,Basic,Personal,Sports Car,Midsize,105.0,18.0,1701.71,3873.65
FB80807,Oregon,Bachelor,Employed,Male,36088.0,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,72.0,16.0,1345.6,5528.21
FB84235,Oregon,Associate,Medical Leave,Male,22520.0,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,73.0,17.0,1350.4,5498.94
FB95495,California,Associate,Employed,Male,53078.0,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,73.0,1.0,1764.22,5677.64
FC10193,Washington,Associate,Employed,Female,35601.0,Urban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,69.0,34.0,1249.8,10620.49
FC15606,Oregon,Associate,Employed,Female,23649.0,Urban,Married,Branch,Extended,Personal,SUV,Large,122.0,2.0,1535.6100000000001,9706.38
FC46260,California,Bachelor,Employed,Female,39854.0,Urban,Divorced,Web,Basic,Corporate,Two-Door Car,Midsize,66.0,6.0,1261.93,5217.51
FC52000,Oregon,Associate,Employed,Female,26322.0,Rural,Married,Branch,Basic,Corporate,SUV,Midsize,111.0,8.0,1180.35,4306.56
FC68244,Oregon,High School,Employed,Male,61139.0,Suburban,Married,Web,Extended,Personal,Four-Door Car,Midsize,76.0,4.0,1364.8,6126.57
FC70869,Arizona,High School,Employed,Female,36167.0,Suburban,Married,Web,Extended,Personal,Two-Door Car,Midsize,76.0,9.0,1364.8,2945.37
FD11364,Oregon,Bachelor,Employed,Female,77001.0,Suburban,Single,Call Center,Extended,Special,Four-Door Car,Midsize,85.0,4.0,1408.0,6769.0
FD14790,Oregon,Bachelor,Employed,Male,57177.0,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Small,92.0,14.0,1441.6,18196.64
FD21881,Oregon,Associate,Employed,Male,77912.0,Suburban,Divorced,Agent,Extended,Personal,Two-Door Car,Small,76.0,5.0,1444.03,3011.77
FD34314,Arizona,Bachelor,Employed,Male,73339.0,Urban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,71.0,0.0,1244.4,2821.35
FD55376,California,High School,Employed,Male,48448.0,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,74.0,24.0,1355.2,20230.97
FD72269,California,High School,Disabled,Female,19724.0,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Large,72.0,20.0,1345.6,5584.96
FD73388,Arizona,Master,Disabled,Female,16181.0,Suburban,Divorced,Web,Premium,Personal,SUV,Midsize,181.0,22.0,2261.3199999999997,13736.13
FD79560,Arizona,High School,Employed,Female,30761.0,Suburban,Divorced,Branch,Basic,Special,Two-Door Car,Small,69.0,16.0,1331.2,10796.45
FD98839,Oregon,Associate,Employed,Male,52674.0,Rural,Married,Call Center,Basic,Personal,Two-Door Car,Large,73.0,8.0,1166.55,2894.33
FE12805,Oregon,Bachelor,Employed,Female,34161.0,Suburban,Married,Call Center,Premium,Personal,SUV,Midsize,186.0,5.0,1892.8,7180.27
FE20514,Oregon,Associate,Employed,Male,26733.0,Urban,Single,Web,Basic,Personal,Four-Door Car,Midsize,66.0,7.0,1218.72,5065.49
FE46445,Arizona,High School,Employed,Female,25411.0,Urban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,86.0,8.0,1242.81,6965.42
FE62142,Oregon,Bachelor,Employed,Female,43682.0,Rural,Married,Branch,Basic,Corporate,SUV,Midsize,107.0,12.0,1148.0,4267.08
FE67098,Nevada,Associate,Employed,Male,37530.0,Suburban,Married,Call Center,Basic,Personal,SUV,Small,117.0,26.0,1561.6,4646.39
FE70473,Oregon,Associate,Employed,Female,86641.0,Rural,Married,Branch,Basic,Personal,Two-Door Car,Small,71.0,17.0,1161.75,5741.73
FE73696,Oregon,High School,Employed,Male,97212.0,Urban,Married,Call Center,Extended,Personal,Two-Door Car,Midsize,93.0,28.0,1360.06,3792.13
FE82005,Oregon,Bachelor,Medical Leave,Female,26304.0,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,63.0,22.0,1302.4,2345.13
FE84109,Washington,Bachelor,Disabled,Male,21156.0,Rural,Divorced,Web,Extended,Personal,Two-Door Car,Midsize,89.0,2.0,1111.84,6540.2
FE84989,Washington,Associate,Employed,Male,72672.0,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Large,63.0,7.0,1259.3600000000001,5035.74
FE93959,California,Doctoral,Employed,Male,37496.0,Suburban,Single,Agent,Basic,Corporate,Two-Door Car,Small,65.0,1.0,1312.0,7535.43
FF28650,Oregon,Bachelor,Retired,Male,21442.0,Suburban,Divorced,Web,Basic,Personal,SUV,Midsize,118.0,32.0,1566.4,8312.68
FF31523,Washington,Master,Employed,Female,28054.0,Urban,Married,Agent,Premium,Corporate,SUV,Midsize,195.0,1.0,1571.6599999999999,7771.58
FF38892,California,High School,Employed,Female,49889.0,Rural,Married,Agent,Premium,Personal,Two-Door Car,Midsize,118.0,8.0,1201.55,32861.26
FF53048,Arizona,Master,Employed,Female,48744.0,Suburban,Single,Agent,Extended,Personal,Two-Door Car,Small,86.0,3.0,1412.8,3465.53
FF58467,Arizona,Master,Employed,Female,93018.0,Rural,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,63.0,5.0,1135.38,5090.78
FF65294,Oregon,High School,Employed,Male,34244.0,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,87.0,14.0,1417.6,10348.01
FF68864,Arizona,Bachelor,Employed,Female,36523.0,Rural,Married,Web,Basic,Personal,Four-Door Car,Midsize,71.0,28.0,1101.35,14010.53
FF75737,Oregon,High School,Employed,Female,49851.0,Suburban,Divorced,Branch,Basic,Personal,Four-Door Car,Small,69.0,27.0,1331.2,8334.32
FF77476,California,High School,Retired,Female,22283.0,Suburban,Divorced,Branch,Basic,Corporate,Four-Door Car,Midsize,65.0,16.0,1572.0700000000002,2397.04
FF84784,California,Associate,Employed,Male,33317.0,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,72.0,18.0,1345.6,5643.72
FF93355,Washington,High School,Employed,Male,32762.0,Urban,Married,Call Center,Premium,Corporate,Four-Door Car,Midsize,112.0,26.0,1326.93,13268.79
FF94034,California,Bachelor,Employed,Female,88895.0,Rural,Divorced,Branch,Basic,Personal,Sports Car,Midsize,106.0,0.0,1209.8600000000001,8496.36
FF94341,Nevada,Bachelor,Employed,Female,92456.0,Suburban,Divorced,Branch,Extended,Special,Four-Door Car,Midsize,95.0,8.0,1456.0,7668.81
FG15154,California,Bachelor,Employed,Male,32818.0,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,93.0,17.0,1446.4,7240.66
FG15434,Arizona,Master,Employed,Female,52984.0,Rural,Married,Web,Basic,Personal,Two-Door Car,Midsize,69.0,12.0,1167.67,5554.83
FG16766,California,Bachelor,Employed,Female,51859.0,Suburban,Married,Branch,Premium,Personal,SUV,Midsize,171.0,0.0,2003.1599999999999,6837.93
FG21377,California,Bachelor,Employed,Female,33588.0,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,62.0,2.0,1419.92,19731.34
FG24548,Oregon,Bachelor,Employed,Male,44524.0,Urban,Married,Web,Basic,Personal,Four-Door Car,Midsize,70.0,28.0,1200.77,11044.11
FG24850,Oregon,Master,Disabled,Female,22886.0,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,65.0,9.0,1312.0,5096.67
FG29932,California,Associate,Employed,Male,58414.0,Suburban,Single,Agent,Extended,Special,Luxury SUV,Small,210.0,7.0,2008.0,7840.17
FG31425,Arizona,Associate,Employed,Female,37811.0,Suburban,Married,Agent,Basic,Special,Four-Door Car,Midsize,63.0,25.0,1365.0,2530.81
FG35165,Washington,Associate,Employed,Female,50516.0,Urban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,62.0,34.0,1179.63,2480.49
FG42635,Oregon,Associate,Employed,Male,30720.0,Suburban,Married,Agent,Extended,Personal,SUV,Small,139.0,17.0,1778.46,10018.66
FG43850,Oregon,High School,Employed,Male,44385.0,Suburban,Single,Call Center,Extended,Corporate,Four-Door Car,Small,97.0,6.0,1465.6,7472.67
FG46258,Washington,Associate,Medical Leave,Female,16483.0,Urban,Married,Web,Extended,Corporate,Two-Door Car,Midsize,90.0,14.0,1320.52,6921.97
FG46631,Oregon,Bachelor,Employed,Female,81400.0,Suburban,Married,Web,Premium,Special,Four-Door Car,Small,104.0,6.0,1499.2,16699.46
FG47217,California,Bachelor,Employed,Male,99824.0,Suburban,Married,Agent,Basic,Special,Four-Door Car,Midsize,63.0,1.0,1302.4,2538.86
FG60807,Oregon,High School,Employed,Female,21766.0,Urban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,62.0,29.0,1179.1399999999999,4884.16
FG64765,Arizona,Bachelor,Employed,Male,36313.0,Urban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,67.0,3.0,1300.38,5016.55
FG71665,Arizona,Bachelor,Employed,Male,26790.0,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,71.0,4.0,1340.8,2810.46
FG77231,Oregon,Bachelor,Employed,Female,73054.0,Urban,Married,Branch,Basic,Personal,SUV,Midsize,106.0,34.0,1419.37,12741.85
FG91922,Arizona,Master,Employed,Male,48587.0,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,111.0,7.0,1532.8,40224.01
FG96614,California,Doctoral,Employed,Female,22361.0,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Small,95.0,15.0,1530.67,11302.6
FH22095,California,Associate,Employed,Male,39377.0,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Small,64.0,7.0,1307.2,2520.82
FH22442,California,High School,Employed,Female,60477.0,Rural,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,65.0,12.0,1139.84,2619.03
FH36069,Arizona,Associate,Employed,Female,61347.0,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,106.0,27.0,1604.24,21101.21
FH39423,Oregon,Master,Employed,Female,80727.0,Rural,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,68.0,15.0,1098.72,5539.35
FH39427,Nevada,Bachelor,Employed,Male,96390.0,Urban,Married,Agent,Basic,Corporate,Two-Door Car,Midsize,73.0,17.0,1316.98,8802.19
FH43628,California,Associate,Retired,Female,13663.0,Suburban,Single,Branch,Extended,Personal,Four-Door Car,Small,97.0,1.0,1465.6,25464.82
FH51383,California,High School,Employed,Female,76717.0,Urban,Married,Call Center,Basic,Personal,Two-Door Car,Large,66.0,26.0,1300.53,5326.68
FH61723,California,Bachelor,Employed,Female,52513.0,Rural,Married,Web,Basic,Personal,Two-Door Car,Midsize,65.0,0.0,1091.24,7480.71
FH65253,Oregon,High School,Employed,Male,28025.0,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,87.0,28.0,1611.4,23740.12
FH69597,California,High School,Employed,Female,73836.0,Urban,Married,Branch,Basic,Personal,Luxury Car,Midsize,182.0,8.0,1553.3899999999999,7172.07
FH77504,California,Bachelor,Employed,Female,51643.0,Suburban,Single,Agent,Premium,Personal,Luxury Car,Midsize,283.0,16.0,2358.4,11009.13
FH81263,California,High School,Employed,Male,85510.0,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Small,74.0,19.0,1355.2,6006.21
FH85960,Oregon,Associate,Employed,Male,42780.0,Suburban,Divorced,Call Center,Premium,Personal,Four-Door Car,Midsize,113.0,10.0,1542.4,31221.75
FH97700,Washington,Bachelor,Employed,Female,62864.0,Rural,Single,Agent,Premium,Personal,Two-Door Car,Small,104.0,20.0,1171.21,4049.42
FI13966,Oregon,High School,Employed,Female,40450.0,Suburban,Married,Branch,Premium,Personal,Luxury SUV,Small,287.0,8.0,2377.6,22207.83
FI20423,Arizona,High School,Employed,Female,81872.0,Rural,Married,Web,Premium,Special,Four-Door Car,Midsize,115.0,10.0,1256.44,14024.36
FI22970,Oregon,High School,Medical Leave,Female,25550.0,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,61.0,28.0,1439.2,2372.29
FI25204,California,Master,Employed,Female,29673.0,Urban,Single,Branch,Extended,Corporate,Two-Door Car,Midsize,92.0,21.0,1328.35,3491.26
FI45719,Arizona,Doctoral,Employed,Male,32893.0,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,63.0,13.0,1174.09,2507.41
FI61655,Arizona,Bachelor,Employed,Male,31213.0,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,65.0,0.0,1312.0,2550.0
FI61723,California,Bachelor,Employed,Male,38667.0,Rural,Single,Agent,Basic,Personal,Four-Door Car,Midsize,72.0,8.0,1159.27,2787.42
FI65786,Oregon,Master,Employed,Female,93854.0,Suburban,Married,Web,Extended,Corporate,Two-Door Car,Large,87.0,18.0,1417.6,7081.69
FI75266,Oregon,Bachelor,Employed,Male,28422.0,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Large,68.0,5.0,1453.91,7891.58
FI90697,Oregon,Bachelor,Employed,Male,76549.0,Urban,Married,Agent,Extended,Personal,SUV,Midsize,132.0,3.0,1616.35,10507.5
FI92440,Washington,High School,Employed,Female,91375.0,Rural,Married,Call Center,Extended,Personal,Two-Door Car,Midsize,99.0,22.0,1072.63,32196.6
FJ54907,Oregon,Associate,Employed,Female,42303.0,Suburban,Married,Agent,Basic,Personal,Luxury SUV,Midsize,180.0,24.0,2210.92,7180.97
FJ57446,Oregon,Associate,Employed,Female,27694.0,Suburban,Single,Agent,Basic,Personal,SUV,Small,108.0,3.0,1741.85,8434.12
FJ76376,California,Bachelor,Employed,Male,79528.0,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,64.0,2.0,1175.43,7748.81
FK10455,California,Bachelor,Employed,Male,84429.0,Rural,Married,Call Center,Extended,Personal,SUV,Midsize,123.0,11.0,1115.07,9802.55
FK17363,Washington,High School,Employed,Female,55645.0,Suburban,Divorced,Call Center,Extended,Personal,SUV,Midsize,129.0,23.0,1619.2,5154.05
FK46365,Washington,Associate,Employed,Female,82427.0,Suburban,Married,Agent,Basic,Personal,SUV,Small,102.0,24.0,1489.6,4103.85
FK54851,California,High School,Employed,Male,79880.0,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,79.0,22.0,1568.8,6310.4
FK85203,California,High School,Employed,Male,74143.0,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,114.0,1.0,1547.2,9106.87
FK95213,California,Master,Employed,Female,49673.0,Urban,Married,Web,Extended,Personal,Luxury SUV,Midsize,232.0,27.0,2021.65,18611.45
FK97285,California,High School,Employed,Female,75774.0,Suburban,Married,Web,Extended,Corporate,Four-Door Car,Midsize,92.0,30.0,1441.6,3732.31
FL18392,California,Bachelor,Employed,Female,77601.0,Urban,Married,Branch,Basic,Personal,Two-Door Car,Small,71.0,27.0,1276.6399999999999,5719.09
FL22732,Oregon,Bachelor,Employed,Male,64311.0,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,62.0,21.0,1157.17,7381.62
FL30667,California,Associate,Employed,Female,22094.0,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Small,79.0,2.0,1460.8899999999999,9298.89
FL50532,Arizona,Master,Employed,Male,48866.0,Suburban,Married,Web,Basic,Personal,Sports Car,Midsize,103.0,5.0,1494.4,8237.25
FL50705,California,High School,Employed,Female,66140.0,Suburban,Married,Call Center,Premium,Corporate,Four-Door Car,Small,101.0,11.0,1484.8,8162.62
FL55134,Nevada,High School,Retired,Male,20228.0,Suburban,Divorced,Branch,Basic,Personal,SUV,Midsize,101.0,3.0,1523.8200000000002,10408.97
FL59259,Nevada,High School,Medical Leave,Female,13792.0,Suburban,Divorced,Web,Extended,Personal,Four-Door Car,Midsize,87.0,2.0,1620.19,6317.37
FL67726,Washington,High School,Retired,Male,20228.0,Suburban,Divorced,Branch,Basic,Personal,SUV,Midsize,101.0,3.0,1523.8200000000002,10408.97
FL69363,Oregon,Master,Employed,Male,37722.0,Rural,Single,Agent,Basic,Personal,Sports Car,Midsize,116.0,8.0,1158.08,9075.77
FL74984,Oregon,Bachelor,Employed,Male,79192.0,Suburban,Divorced,Call Center,Basic,Personal,Two-Door Car,Small,70.0,11.0,1336.0,2744.08
FL76894,Washington,High School,Employed,Male,33488.0,Urban,Married,Branch,Basic,Personal,SUV,Midsize,110.0,7.0,1316.88,4314.17
FL77069,California,Bachelor,Employed,Female,32397.0,Rural,Married,Agent,Basic,Corporate,Luxury SUV,Small,190.0,14.0,1334.63,7519.03
FL82372,Oregon,Associate,Employed,Female,22547.0,Suburban,Divorced,Agent,Basic,Corporate,SUV,Midsize,112.0,7.0,1537.6,8672.19
FL85008,Oregon,High School,Disabled,Female,11432.0,Suburban,Married,Agent,Basic,Personal,SUV,Small,119.0,11.0,1571.2,13466.92
FL96333,Nevada,Associate,Employed,Male,73945.0,Urban,Married,Web,Extended,Personal,Two-Door Car,Midsize,78.0,21.0,1330.87,6243.09
FM12425,California,Associate,Employed,Male,26488.0,Suburban,Divorced,Web,Extended,Personal,Luxury SUV,Midsize,247.0,21.0,2321.58,19337.9
FM25704,Oregon,Bachelor,Employed,Male,86933.0,Urban,Married,Agent,Basic,Corporate,Two-Door Car,Large,63.0,3.0,1269.56,2535.27
FM31768,Arizona,High School,Employed,Female,57693.0,Suburban,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,76.0,16.0,1547.2,5979.72
FM37864,California,Bachelor,Employed,Female,74931.0,Urban,Divorced,Agent,Extended,Personal,Two-Door Car,Large,89.0,13.0,1230.85,3571.83
FM46980,Arizona,Associate,Employed,Male,41770.0,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,72.0,0.0,1476.16,5720.77
FM47139,Oregon,Associate,Employed,Female,44855.0,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,63.0,3.0,1103.61,2466.38
FM52759,Nevada,Bachelor,Employed,Male,67798.0,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,69.0,1.0,1331.2,5548.03
FM55990,California,Associate,Employed,Male,66839.0,Suburban,Single,Branch,Premium,Personal,Sports Car,Midsize,154.0,33.0,1739.2,5989.77
FM61329,California,Associate,Employed,Male,50144.0,Suburban,Married,Web,Basic,Personal,SUV,Midsize,114.0,0.0,1786.9299999999998,13610.11
FN33339,Oregon,High School,Employed,Female,53787.0,Suburban,Married,Agent,Premium,Corporate,Four-Door Car,Midsize,104.0,20.0,1666.0900000000001,4150.84
FN44127,Oregon,Associate,Medical Leave,Male,20978.0,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Small,98.0,19.0,2176.2799999999997,3508.57
FN50615,Washington,High School,Employed,Female,96869.0,Suburban,Single,Agent,Premium,Personal,Four-Door Car,Midsize,101.0,25.0,1628.5,8029.39
FN66436,California,Associate,Employed,Female,54311.0,Urban,Married,Agent,Extended,Personal,Two-Door Car,Midsize,90.0,20.0,1385.57,10722.06
FN69743,California,Associate,Retired,Male,26802.0,Suburban,Married,Agent,Basic,Corporate,Two-Door Car,Midsize,66.0,7.0,1316.8,4636.55
FN77294,California,High School,Employed,Male,30366.0,Suburban,Single,Branch,Basic,Personal,SUV,Midsize,101.0,25.0,1484.8,7704.96
FN80010,California,Master,Disabled,Female,25404.0,Suburban,Divorced,Branch,Basic,Personal,SUV,Midsize,112.0,16.0,1578.1799999999998,4312.64
FN98595,Nevada,High School,Employed,Female,31477.0,Rural,Married,Branch,Extended,Special,Four-Door Car,Midsize,94.0,22.0,1146.95,7516.83
FN99437,California,Associate,Employed,Male,91653.0,Urban,Divorced,Agent,Basic,Corporate,SUV,Midsize,111.0,10.0,1343.98,4397.78
FO13070,California,High School,Employed,Male,51066.0,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,74.0,23.0,1787.99,5780.18
FO13691,Oregon,Doctoral,Employed,Male,73740.0,Urban,Divorced,Agent,Basic,Personal,Two-Door Car,Midsize,64.0,23.0,1229.27,5124.22
FO33051,Arizona,Associate,Medical Leave,Male,29439.0,Suburban,Divorced,Call Center,Premium,Personal,SUV,Large,146.0,4.0,1700.8,16355.31
FO36473,California,Bachelor,Employed,Female,31414.0,Suburban,Married,Call Center,Basic,Personal,SUV,Midsize,116.0,0.0,1556.8,4298.38
FO49408,Oregon,High School,Employed,Male,24475.0,Suburban,Single,Call Center,Extended,Personal,Four-Door Car,Midsize,84.0,11.0,1604.8,3044.0
FO63400,California,Associate,Employed,Female,93752.0,Rural,Divorced,Call Center,Basic,Corporate,Four-Door Car,Large,64.0,34.0,1154.71,5146.9
FO78512,California,Master,Employed,Male,41775.0,Rural,Married,Web,Basic,Personal,Sports Car,Midsize,109.0,11.0,1104.67,17429.88
FO82261,Oregon,Associate,Employed,Male,66161.0,Urban,Single,Branch,Basic,Personal,SUV,Midsize,118.0,19.0,1457.59,4603.98
FO83170,California,Doctoral,Employed,Male,85817.0,Rural,Married,Agent,Basic,Personal,Four-Door Car,Midsize,72.0,0.0,1154.99,2916.38
FO99259,California,Bachelor,Retired,Male,26630.0,Suburban,Divorced,Call Center,Premium,Personal,Four-Door Car,Midsize,118.0,19.0,1581.08,8365.68
